event_id,customer_id,event_type,event_time,session_id,device,is_valid
37,C01973,visit,2023-05-13 04:55:00,451805,Mobile,1
38,C02189,purchase,03/07/2023 19:31,716375,Mobile,1
39,C05940,visit,08/07/2023 21:55,930110,Mobile,1
40,C09140,checkout,24/09/2023 08:00,652135,Mobile,1
41,C01746,add_to_cart,2023-04-23 01:01:00,273935,Desktop,1
42,C01903,purchase,2023-05-26 06:17:00,828635,Mobile,1
43,C03022,purchase,08/06/2023 15:28,897954,Mobile,1
44,C06328,view_product,20/05/2023 18:35,918956,Mobile,1
45,C06916,add_to_cart,2023-05-21 05:10:00,460814,Mobile,1
46,C09717,view_product,2023-09-17 04:03:00,601347,Mobile,1
47,C02061,checkout,16/05/2023 06:13,846321,Mobile,1
48,C02033,add_to_cart,2023-05-04 09:19:00,201928,Mobile,1
49,C05697,visit,2023-05-14 01:14:00,198132,Mobile,1
50,C08034,purchase,2023-09-19 04:44:00,883195,Mobile,0
51,C02168,visit,14/09/2023 22:59,925564,Mobile,1
52,C00855,visit,2023-05-24 13:16:00,528651,Mobile,1
53,C01581,purchase,07/05/2023 07:50,278720,Mobile,1
54,C02088,visit,24/09/2023 15:56,995698,Mobile,1
55,C04547,add_to_cart,2023-08-07 11:59:00,496476,Mobile,0
56,C04358,visit,22/06/2023 06:36,828863,Mobile,0
57,C09973,checkout,25/05/2023 20:00,119843,Mobile,1
58,C03757,visit,16/07/2023 18:53,624379,Mobile,0
59,C01483,visit,09/06/2023 12:56,402564,Mobile,1
60,C04775,view_product,2023-04-17 09:36:00,739880,Mobile,1
61,C00107,visit,2023-07-07 01:53:00,505075,Desktop,1
62,C00990,add_to_cart,2023-04-18 03:57:00,468226,Mobile,0
63,C02866,purchase,03/07/2023 15:39,362581,Mobile,1
64,C04797,visit,12/06/2023 09:33,823146,Mobile,1
65,C03916,visit,29/05/2023 03:33,391932,Desktop,1
66,C04788,visit,30/08/2023 17:51,336418,Desktop,1
67,C08509,add_to_cart,19/05/2023 15:52,845313,Mobile,1
68,C08954,visit,22/06/2023 18:27,231555,Mobile,1
69,C00986,view_product,2023-04-20 12:54:00,361964,Mobile,1
70,C08604,visit,2023-09-22 13:28:00,519557,Desktop,1
71,C04514,visit,2023-06-06 15:50:00,656149,Mobile,1
72,C02564,add_to_cart,23/04/2023 15:33,572404,Mobile,1
73,C06394,visit,15/05/2023 19:35,309210,Desktop,1
74,C02787,view_product,2023-03-24 01:27:00,976351,Mobile,1
75,C07244,visit,21/07/2023 17:57,896411,Mobile,1
76,C03301,add_to_cart,2023-06-14 21:16:00,522757,Mobile,1
77,C01114,visit,2023-08-22 04:21:00,133175,Mobile,1
78,C05658,visit,24/09/2023 19:23,984925,Desktop,1
79,C03236,visit,2023-07-16 23:25:00,623895,Mobile,1
80,C07173,visit,2023-09-01 02:58:00,539572,Mobile,1
81,C08977,add_to_cart,2023-08-23 09:27:00,400826,Mobile,1
82,C04856,view_product,30/03/2023 01:17,149146,Mobile,1
83,C08145,view_product,2023-05-30 21:44:00,885804,Mobile,0
84,C09144,visit,21/05/2023 00:47,902962,Mobile,1
85,C09783,visit,2023-08-10 09:57:00,864909,Mobile,1
86,C07027,visit,22/05/2023 18:27,518501,Desktop,1
87,C06979,visit,30/07/2023 04:31,680366,Mobile,1
88,C02572,visit,2023-06-12 14:08:00,175796,Desktop,1
89,C09298,add_to_cart,2023-03-21 19:28:00,477088,Mobile,1
90,C02620,view_product,2023-08-05 17:10:00,700459,Mobile,1
91,C03428,visit,18/05/2023 04:19,932800,Mobile,1
92,C03869,add_to_cart,04/04/2023 23:57,112855,Mobile,1
93,C09709,visit,07/04/2023 10:20,858525,Desktop,1
94,C03704,add_to_cart,11/05/2023 07:19,878237,Desktop,1
95,C01286,checkout,22/06/2023 13:50,286803,Mobile,1
96,C05833,view_product,2023-09-16 02:23:00,762934,Desktop,1
97,C00596,view_product,02/04/2023 09:35,694169,Mobile,1
98,C01045,view_product,06/06/2023 10:53,481663,Desktop,1
99,C08969,view_product,13/05/2023 10:42,867671,Mobile,0
100,C01642,add_to_cart,2023-03-26 01:10:00,181355,Mobile,1
101,C09007,view_product,2023-06-07 22:51:00,936912,Desktop,1
102,C01400,checkout,2023-05-14 16:12:00,213809,Mobile,1
103,C09776,view_product,2023-05-06 12:14:00,613023,Mobile,1
104,C03918,visit,2023-04-19 22:35:00,447211,Mobile,1
105,C09876,visit,02/09/2023 15:05,576479,Mobile,1
106,C04320,view_product,2023-05-28 15:08:00,363231,Mobile,1
107,C06886,purchase,08/09/2023 17:13,621394,Desktop,1
108,C01628,visit,2023-06-04 00:50:00,115077,Mobile,1
109,C00511,checkout,18/04/2023 00:59,247230,Mobile,1
110,C05837,view_product,2023-05-30 21:14:00,573893,Mobile,1
111,C04530,visit,2023-06-17 06:32:00,929949,Desktop,1
112,C09354,visit,05/08/2023 16:54,401197,Desktop,1
113,C08815,view_product,09/06/2023 15:29,909026,Mobile,1
114,C06459,visit,20/08/2023 03:26,149321,Mobile,1
115,C07672,add_to_cart,30/06/2023 16:39,868758,Mobile,1
116,C08164,view_product,2023-04-25 06:51:00,669370,Mobile,1
117,C05065,add_to_cart,2023-07-25 18:19:00,259341,Mobile,1
118,C09228,checkout,2023-07-11 11:12:00,918591,Mobile,1
119,C03237,visit,16/03/2023 20:14,636301,Mobile,1
120,C09419,add_to_cart,13/04/2023 07:39,259491,Desktop,1
121,C02824,add_to_cart,2023-09-14 23:56:00,930318,Mobile,1
122,C04520,add_to_cart,21/08/2023 15:45,337182,Desktop,1
123,C03896,visit,2023-04-09 02:41:00,522571,Mobile,1
124,C04042,view_product,17/09/2023 13:09,992877,Mobile,1
125,C07577,view_product,09/04/2023 02:02,916180,Desktop,1
126,C06184,add_to_cart,11/06/2023 17:37,831355,Mobile,1
127,C01967,add_to_cart,2023-03-13 22:10:00,229206,Mobile,1
128,C07735,view_product,02/07/2023 02:29,423412,Mobile,1
129,C05848,purchase,07/08/2023 21:57,428136,Mobile,1
130,C05774,checkout,05/03/2023 05:54,513231,Mobile,1
131,C07588,view_product,2023-03-15 17:58:00,103940,Mobile,1
132,C01164,view_product,16/07/2023 14:59,728938,Mobile,0
133,C04592,checkout,20/07/2023 11:27,316717,Desktop,1
134,C02235,add_to_cart,2023-05-23 23:06:00,316239,Mobile,1
135,C02592,visit,2023-05-01 16:00:00,565766,Desktop,1
136,C03141,visit,2023-08-25 18:53:00,407631,Mobile,1
137,C06344,view_product,08/04/2023 03:37,661094,Mobile,1
138,C02272,visit,2023-03-25 14:53:00,797821,Desktop,1
139,C01552,visit,2023-09-08 15:03:00,811573,Mobile,1
140,C02559,view_product,08/09/2023 11:15,846728,Mobile,1
141,C03871,visit,05/05/2023 21:15,270300,Desktop,1
142,C02364,visit,29/03/2023 15:24,625598,Desktop,1
143,C08398,visit,30/08/2023 07:03,255258,Desktop,0
144,C02508,view_product,02/06/2023 17:41,313277,Mobile,1
145,C09024,checkout,2023-06-20 12:26:00,477439,Desktop,1
146,C05814,purchase,06/05/2023 08:53,180364,Desktop,1
147,C05467,visit,2023-07-12 23:24:00,659915,Desktop,1
148,C00105,add_to_cart,06/04/2023 22:05,408736,Mobile,1
149,C06499,view_product,2023-05-08 05:48:00,116724,Mobile,1
150,C06421,visit,2023-07-05 09:56:00,644225,Mobile,1
151,C01332,visit,2023-04-12 20:06:00,802908,Desktop,1
152,C03906,view_product,14/09/2023 11:06,169693,Desktop,1
153,C02046,view_product,14/07/2023 00:20,985345,Desktop,1
154,C09787,checkout,25/08/2023 09:14,353311,Mobile,1
155,C03335,view_product,2023-09-21 08:00:00,564394,Mobile,1
156,C04128,checkout,2023-06-29 08:37:00,970528,Mobile,1
157,C09097,view_product,2023-03-19 23:32:00,966485,Mobile,1
158,C03903,add_to_cart,08/03/2023 18:26,222951,Desktop,1
159,C03968,view_product,2023-07-12 08:59:00,560999,Mobile,1
160,C03233,view_product,15/03/2023 23:14,706606,Desktop,1
161,C07079,purchase,2023-04-04 13:55:00,310231,Mobile,1
162,C05656,add_to_cart,07/07/2023 10:38,348267,Mobile,0
163,C09769,view_product,2023-08-29 02:30:00,994604,Mobile,1
164,C00060,view_product,2023-04-06 03:04:00,668735,Desktop,1
165,C08257,visit,10/03/2023 03:44,787725,Mobile,1
166,C01151,visit,05/04/2023 05:34,624471,Desktop,1
167,C02470,visit,2023-07-03 05:58:00,916561,Mobile,1
168,C03850,add_to_cart,26/05/2023 10:19,348876,Mobile,1
169,C08900,checkout,12/04/2023 23:54,662755,Mobile,1
170,C01456,view_product,25/07/2023 07:32,530205,Mobile,1
171,C04411,visit,15/03/2023 13:46,722092,Mobile,1
172,C05218,visit,13/07/2023 16:55,349520,Desktop,1
173,C04516,visit,21/03/2023 21:03,794754,Mobile,1
174,C02147,checkout,15/08/2023 09:59,767454,Mobile,1
175,C08039,view_product,2023-07-23 10:57:00,354326,Mobile,1
176,C03990,visit,19/07/2023 11:27,201311,Desktop,1
177,C06821,visit,2023-03-17 15:07:00,648428,Mobile,1
178,C03159,checkout,21/07/2023 04:56,723689,Mobile,1
179,C08742,add_to_cart,06/07/2023 04:06,366835,Mobile,1
180,C02604,visit,09/08/2023 05:44,610740,Mobile,1
181,C00508,view_product,2023-09-19 01:38:00,339711,Mobile,1
182,C04157,visit,31/05/2023 07:34,117878,Mobile,1
183,C09241,add_to_cart,2023-09-03 20:10:00,473211,Desktop,1
184,C01959,checkout,06/07/2023 09:07,868914,Desktop,1
185,C04457,add_to_cart,2023-03-18 06:06:00,255427,Mobile,1
186,C07101,view_product,09/05/2023 19:50,536514,Mobile,1
187,C04781,view_product,11/03/2023 00:15,221721,Mobile,1
188,C00070,purchase,2023-06-14 19:19:00,648919,Mobile,1
189,C08998,checkout,2023-06-15 04:37:00,160746,Desktop,1
190,C03187,visit,30/04/2023 01:26,517481,Mobile,1
191,C03645,checkout,27/06/2023 10:29,699514,Mobile,1
192,C00407,checkout,2023-04-05 23:04:00,786105,Mobile,1
193,C08233,view_product,2023-08-12 06:06:00,172840,Mobile,1
194,C02712,add_to_cart,2023-08-31 08:07:00,254882,Mobile,1
195,C01042,visit,2023-04-12 23:50:00,782927,Mobile,1
196,C08754,visit,2023-08-15 15:30:00,736188,Desktop,1
197,C07624,view_product,2023-04-19 06:08:00,792145,Mobile,1
198,C00032,view_product,2023-05-21 23:47:00,254803,Mobile,1
199,C07068,add_to_cart,2023-04-18 14:58:00,696823,Mobile,1
200,C05407,checkout,2023-09-04 20:26:00,596439,Mobile,1
201,C02300,view_product,26/03/2023 07:17,926636,Mobile,1
202,C03092,view_product,29/03/2023 19:21,955639,Mobile,1
203,C04846,add_to_cart,2023-03-01 04:42:00,201872,Desktop,1
204,C01740,checkout,03/05/2023 01:37,189590,Mobile,1
205,C08239,checkout,17/03/2023 04:43,888565,Mobile,1
206,C07051,visit,2023-03-01 08:04:00,870709,Mobile,0
207,C07899,view_product,2023-08-11 12:52:00,979496,Mobile,1
208,C08885,checkout,26/06/2023 15:59,654923,Mobile,1
209,C09619,view_product,08/09/2023 18:20,382176,Mobile,1
210,C05254,visit,21/05/2023 21:18,115849,Desktop,1
211,C01775,visit,2023-05-21 04:30:00,981718,Desktop,1
212,C06542,visit,09/07/2023 08:43,952946,Desktop,0
213,C05032,add_to_cart,2023-05-26 02:29:00,990007,Mobile,1
214,C02847,add_to_cart,2023-07-05 14:56:00,328746,Desktop,1
215,C08899,checkout,08/06/2023 19:07,176288,Desktop,1
216,C05649,visit,19/08/2023 07:17,232523,Mobile,1
217,C09888,add_to_cart,2023-05-20 00:06:00,153291,Desktop,0
218,C07018,visit,2023-08-17 15:43:00,151130,Desktop,1
219,C00035,view_product,03/04/2023 12:52,848312,Mobile,1
220,C06939,add_to_cart,2023-05-17 14:07:00,202401,Desktop,1
221,C04621,view_product,2023-07-28 20:19:00,183848,Mobile,1
222,C05816,add_to_cart,14/05/2023 05:42,645009,Desktop,1
223,C01184,visit,23/08/2023 04:29,277345,Mobile,1
224,C07583,checkout,2023-09-16 04:18:00,216357,Mobile,1
225,C09973,add_to_cart,31/05/2023 15:52,589761,Mobile,0
226,C09171,add_to_cart,24/05/2023 06:41,871938,Mobile,1
227,C00916,visit,2023-08-12 22:35:00,259273,Mobile,1
228,C01751,view_product,28/05/2023 05:39,360547,Desktop,1
229,C02813,visit,10/05/2023 08:39,226352,Mobile,1
230,C08711,view_product,2023-06-23 00:17:00,411922,Mobile,1
231,C03552,view_product,2023-04-06 22:38:00,799092,Mobile,1
232,C01969,add_to_cart,2023-06-25 10:22:00,947120,Mobile,1
233,C05229,view_product,25/05/2023 11:12,727893,Mobile,1
234,C06914,add_to_cart,23/07/2023 20:32,104877,Desktop,0
235,C09082,checkout,01/09/2023 04:35,596495,Mobile,1
236,C08129,visit,02/09/2023 03:56,160062,Mobile,1
237,C06483,visit,05/04/2023 15:41,158807,Mobile,1
238,C07092,visit,2023-03-16 04:12:00,714802,Desktop,0
239,C04235,view_product,2023-05-01 07:57:00,112441,Mobile,1
240,C05516,view_product,14/08/2023 15:21,811173,Mobile,1
241,C04560,visit,2023-03-25 10:43:00,984965,Mobile,1
242,C07493,view_product,30/07/2023 02:56,159550,Mobile,1
243,C05344,add_to_cart,2023-09-09 22:40:00,961741,Mobile,0
244,C01657,purchase,01/07/2023 10:26,163093,Desktop,1
245,C06728,visit,2023-07-27 19:08:00,303346,Mobile,1
246,C06048,purchase,2023-04-16 00:17:00,796510,Desktop,1
247,C06937,visit,2023-04-07 08:35:00,241411,Mobile,1
248,C00702,visit,05/06/2023 02:54,409888,Mobile,1
249,C00125,visit,2023-05-20 14:19:00,653880,Desktop,1
250,C06976,view_product,01/07/2023 09:40,844931,Mobile,1
251,C07568,visit,2023-06-24 04:25:00,815279,Mobile,1
252,C00421,view_product,2023-06-18 08:06:00,484211,Mobile,1
253,C00953,checkout,2023-03-28 07:35:00,543304,Desktop,1
254,C01967,add_to_cart,21/07/2023 02:39,483950,Desktop,1
255,C07347,checkout,2023-04-01 14:48:00,713188,Desktop,1
256,C04430,visit,2023-07-05 23:36:00,161002,Desktop,1
257,C09483,view_product,13/09/2023 09:13,171425,Mobile,1
258,C00670,add_to_cart,2023-07-20 21:16:00,660403,Mobile,1
259,C01638,checkout,13/09/2023 18:38,807224,Mobile,1
260,C03684,visit,2023-08-12 15:06:00,106984,Mobile,1
261,C06998,add_to_cart,2023-04-27 05:00:00,905262,Mobile,1
262,C08436,visit,24/07/2023 03:52,814000,Desktop,1
263,C06739,visit,2023-08-06 22:04:00,196216,Desktop,1
264,C03891,visit,2023-04-12 01:09:00,603792,Mobile,1
265,C01610,add_to_cart,2023-04-08 05:59:00,700149,Mobile,1
266,C05547,view_product,2023-07-22 22:12:00,844085,Desktop,1
267,C06080,view_product,28/06/2023 14:14,257193,Mobile,1
268,C03153,purchase,14/03/2023 07:03,952453,Mobile,1
269,C09780,visit,26/04/2023 10:23,629343,Mobile,1
270,C05655,visit,16/08/2023 08:16,887072,Mobile,1
271,C04834,visit,2023-04-10 10:04:00,980996,Desktop,1
272,C06234,view_product,2023-05-31 19:57:00,105014,Desktop,1
273,C06015,view_product,2023-08-04 07:12:00,993485,Mobile,1
274,C04463,purchase,2023-09-07 02:56:00,370162,Mobile,1
275,C07510,view_product,31/03/2023 20:40,205649,Desktop,1
276,C03007,purchase,29/08/2023 15:37,220790,Mobile,1
277,C01845,purchase,2023-08-09 08:05:00,515015,Mobile,1
278,C04951,purchase,2023-03-13 18:40:00,433256,Mobile,1
279,C06283,visit,2023-04-28 18:01:00,970925,Desktop,1
280,C07373,view_product,24/07/2023 00:33,551446,Desktop,1
281,C06717,visit,2023-08-12 12:46:00,622503,Desktop,0
282,C08975,view_product,01/05/2023 16:35,539976,Desktop,1
283,C09142,visit,08/09/2023 14:54,947938,Desktop,1
284,C08017,checkout,14/07/2023 12:45,499682,Mobile,1
285,C06915,checkout,18/06/2023 07:09,551083,Desktop,1
286,C04718,visit,2023-04-19 15:44:00,785562,Mobile,1
287,C04068,view_product,2023-04-30 17:26:00,261473,Desktop,1
288,C08931,view_product,13/03/2023 20:39,395281,Mobile,1
289,C01368,visit,20/04/2023 06:40,107794,Mobile,1
290,C08893,view_product,21/08/2023 11:22,696892,Mobile,1
291,C00215,visit,03/06/2023 17:01,342277,Mobile,1
292,C04353,view_product,2023-06-03 20:38:00,293218,Mobile,1
293,C09861,visit,2023-06-08 00:33:00,660154,Desktop,1
294,C00443,view_product,24/05/2023 20:41,827459,Mobile,1
295,C04044,view_product,17/06/2023 10:20,855430,Desktop,0
296,C05799,visit,2023-03-24 08:46:00,357670,Mobile,1
297,C00507,checkout,20/03/2023 13:49,697132,Mobile,1
298,C01238,add_to_cart,05/08/2023 15:35,911922,Mobile,1
299,C03614,view_product,2023-05-11 20:05:00,609542,Desktop,1
300,C02693,purchase,2023-05-30 03:45:00,533588,Desktop,1
301,C07383,view_product,2023-05-31 04:08:00,648708,Mobile,1
302,C05152,purchase,01/05/2023 23:49,984339,Mobile,1
303,C00692,view_product,09/04/2023 18:20,115762,Desktop,1
304,C07731,checkout,2023-09-08 00:47:00,861728,Mobile,1
305,C04491,view_product,2023-07-17 17:16:00,902848,Desktop,1
306,C03754,visit,2023-03-30 23:00:00,656593,Desktop,1
307,C05044,visit,2023-05-13 23:01:00,644690,Desktop,1
308,C00379,view_product,2023-07-10 10:05:00,208836,Mobile,1
309,C04927,checkout,2023-07-02 02:17:00,731513,Mobile,1
310,C08309,view_product,24/05/2023 05:33,271911,Desktop,1
311,C02168,visit,2023-08-19 19:55:00,156345,Mobile,1
312,C07643,add_to_cart,2023-06-28 13:00:00,744953,Mobile,1
313,C03442,visit,2023-09-04 09:16:00,164909,Desktop,1
314,C09402,visit,2023-03-06 23:53:00,946367,Mobile,1
315,C00566,view_product,15/04/2023 17:21,171207,Mobile,1
316,C05439,visit,2023-08-23 18:24:00,637714,Mobile,1
317,C00532,visit,22/07/2023 18:59,930309,Desktop,1
318,C08486,visit,2023-08-04 12:50:00,336478,Desktop,1
319,C04131,visit,21/04/2023 18:02,760664,Mobile,1
320,C07478,visit,2023-03-11 10:57:00,841451,Mobile,1
321,C00223,visit,18/06/2023 10:09,752977,Mobile,1
322,C07079,view_product,2023-03-08 21:30:00,537224,Mobile,1
323,C08636,add_to_cart,2023-09-10 21:36:00,818550,Mobile,1
324,C02361,visit,2023-08-14 12:58:00,372209,Mobile,1
325,C00877,view_product,2023-06-10 04:46:00,726017,Mobile,1
326,C08768,visit,15/09/2023 04:59,768284,Mobile,1
327,C07449,view_product,2023-09-21 11:04:00,851730,Desktop,1
328,C07742,view_product,2023-08-13 07:32:00,507412,Desktop,1
329,C08309,add_to_cart,21/03/2023 12:28,741362,Mobile,1
330,C05528,visit,15/06/2023 12:25,127493,Mobile,1
331,C08516,visit,2023-07-29 00:31:00,361003,Mobile,1
332,C07139,view_product,2023-05-26 18:47:00,772812,Desktop,1
333,C05263,add_to_cart,2023-05-05 01:40:00,640792,Desktop,1
334,C03043,view_product,14/06/2023 15:28,506903,Mobile,1
335,C04807,add_to_cart,2023-08-04 22:37:00,819976,Desktop,1
336,C05463,visit,23/04/2023 20:47,477886,Mobile,1
337,C05171,checkout,12/08/2023 06:24,748905,Mobile,1
338,C07881,purchase,2023-07-09 07:33:00,649477,Mobile,0
339,C00707,visit,2023-06-20 14:42:00,852388,Desktop,1
340,C05353,add_to_cart,2023-09-12 09:52:00,721850,Desktop,1
341,C04575,add_to_cart,20/05/2023 13:45,327727,Mobile,1
342,C07755,add_to_cart,13/09/2023 10:45,116635,Mobile,1
343,C02651,add_to_cart,2023-08-27 15:56:00,858251,Mobile,1
344,C02247,add_to_cart,2023-05-09 09:34:00,774512,Mobile,1
345,C05306,checkout,2023-07-20 15:33:00,671195,Desktop,1
346,C06131,visit,18/04/2023 19:36,816349,Mobile,1
347,C01193,visit,2023-07-07 19:20:00,306587,Mobile,1
348,C07301,visit,2023-06-06 00:33:00,935019,Desktop,1
349,C05391,view_product,03/03/2023 04:08,920663,Mobile,1
350,C09530,add_to_cart,31/07/2023 17:07,816323,Mobile,1
351,C09986,visit,2023-07-08 03:06:00,684231,Mobile,1
352,C00834,checkout,11/07/2023 10:26,859391,Mobile,1
353,C04241,view_product,20/09/2023 01:38,697109,Desktop,1
354,C03070,view_product,10/05/2023 00:49,398717,Desktop,1
355,C03373,add_to_cart,2023-06-01 12:02:00,693863,Mobile,1
356,C05836,add_to_cart,2023-03-19 06:21:00,196151,Desktop,1
357,C01294,visit,14/06/2023 00:07,153806,Mobile,1
358,C06854,add_to_cart,2023-08-15 15:50:00,362490,Desktop,1
359,C06622,purchase,22/05/2023 00:49,999667,Mobile,1
360,C03553,add_to_cart,11/04/2023 14:06,426482,Mobile,0
361,C00966,checkout,27/06/2023 14:33,981766,Desktop,1
362,C06380,visit,2023-09-04 22:23:00,506041,Mobile,1
363,C07912,add_to_cart,2023-04-08 18:17:00,269165,Desktop,1
364,C07564,view_product,2023-06-11 22:24:00,633928,Mobile,1
365,C06736,visit,2023-06-25 01:27:00,412296,Mobile,0
366,C01585,add_to_cart,2023-06-20 02:37:00,464542,Mobile,1
367,C01818,view_product,2023-05-07 04:04:00,199531,Mobile,1
368,C00927,add_to_cart,2023-06-26 04:59:00,182441,Mobile,1
369,C03900,view_product,2023-09-09 00:42:00,515311,Mobile,1
370,C00910,visit,2023-08-03 19:32:00,894162,Desktop,1
371,C03247,purchase,2023-04-26 11:14:00,559384,Desktop,1
372,C05295,view_product,24/07/2023 00:52,163034,Mobile,1
373,C00488,add_to_cart,12/06/2023 22:45,994328,Mobile,1
374,C06308,visit,2023-03-21 03:04:00,529125,Mobile,0
375,C04413,purchase,2023-03-11 02:48:00,218938,Mobile,1
376,C07942,purchase,03/08/2023 17:18,557818,Desktop,1
377,C00360,visit,28/03/2023 04:04,479937,Desktop,1
378,C01760,add_to_cart,2023-09-13 14:41:00,975981,Mobile,1
379,C07941,visit,08/09/2023 09:00,620062,Mobile,1
380,C08613,add_to_cart,04/09/2023 18:17,239490,Mobile,1
381,C08922,view_product,2023-03-18 14:29:00,372789,Mobile,1
382,C08680,checkout,16/08/2023 07:22,106374,Desktop,1
383,C01667,view_product,09/08/2023 12:39,707048,Mobile,1
384,C03304,checkout,09/06/2023 12:29,321427,Mobile,1
385,C09148,add_to_cart,11/05/2023 01:25,241333,Mobile,1
386,C09961,purchase,02/06/2023 22:22,562712,Mobile,1
387,C06922,checkout,28/05/2023 11:40,631026,Mobile,1
388,C07060,add_to_cart,16/08/2023 05:49,727820,Mobile,1
389,C05470,visit,29/03/2023 05:33,740505,Mobile,1
390,C03582,add_to_cart,01/04/2023 00:54,197135,Desktop,1
391,C04137,add_to_cart,2023-05-12 10:51:00,216225,Mobile,1
392,C05898,view_product,2023-08-14 06:38:00,627159,Mobile,0
393,C04368,visit,29/08/2023 10:39,761958,Desktop,1
394,C08563,add_to_cart,22/08/2023 20:12,403593,Mobile,1
395,C02673,purchase,2023-06-30 15:51:00,474746,Mobile,1
396,C01655,checkout,2023-04-24 17:27:00,346825,Desktop,1
397,C08112,checkout,2023-04-04 20:50:00,158331,Mobile,1
398,C02988,visit,2023-05-16 15:55:00,795446,Mobile,1
399,C06645,visit,04/07/2023 14:31,953619,Mobile,1
400,C06719,visit,2023-06-21 01:35:00,503912,Mobile,1
401,C05027,visit,14/09/2023 10:22,489869,Mobile,1
402,C04241,view_product,2023-04-28 18:22:00,480447,Desktop,1
403,C01615,view_product,2023-05-26 05:16:00,639338,Mobile,1
404,C05363,add_to_cart,22/08/2023 14:19,896013,Mobile,1
405,C04729,add_to_cart,07/09/2023 11:00,691507,Desktop,1
406,C07858,add_to_cart,01/04/2023 11:43,584425,Desktop,1
407,C06714,visit,2023-04-16 22:28:00,914057,Mobile,1
408,C00310,view_product,11/04/2023 04:46,585715,Mobile,1
409,C07643,visit,2023-06-01 09:09:00,190116,Desktop,1
410,C05246,view_product,04/04/2023 19:46,591130,Mobile,1
411,C04334,visit,2023-04-10 09:09:00,898259,Desktop,0
412,C07917,purchase,2023-03-29 23:31:00,599533,Mobile,1
413,C09487,visit,24/04/2023 01:00,925137,Mobile,1
414,C04998,visit,2023-03-28 18:16:00,162718,Mobile,1
415,C02111,visit,19/05/2023 08:31,950994,Desktop,1
416,C09060,view_product,2023-07-10 01:10:00,461675,Desktop,1
417,C00562,checkout,2023-07-06 20:20:00,984514,Mobile,1
418,C08832,view_product,2023-04-12 01:05:00,990352,Mobile,1
419,C05787,view_product,2023-08-07 16:32:00,478104,Mobile,1
420,C00873,add_to_cart,2023-03-30 06:33:00,900395,Desktop,1
421,C04435,view_product,22/09/2023 05:48,634913,Desktop,1
422,C00775,visit,2023-08-18 11:57:00,591532,Desktop,1
423,C03207,visit,23/07/2023 16:18,622509,Mobile,1
424,C05666,view_product,12/03/2023 09:54,993775,Desktop,1
425,C01045,add_to_cart,21/08/2023 05:47,220608,Desktop,1
426,C05182,visit,2023-09-21 04:55:00,931145,Desktop,1
427,C02877,visit,17/09/2023 10:56,595342,Desktop,1
428,C05458,visit,2023-07-26 19:55:00,828833,Mobile,1
429,C06079,visit,08/08/2023 01:53,712477,Desktop,1
430,C02995,checkout,2023-07-01 01:57:00,216936,Mobile,1
431,C00404,checkout,2023-08-29 15:06:00,637561,Mobile,1
432,C07382,checkout,26/08/2023 09:03,463937,Mobile,1
